iter	RMSE
688	3.452841658
689	3.450677379
690	3.44943397
691	3.447596736
692	3.446867664
693	3.445967207
694	3.443801314
695	3.442960325
696	3.441538925
697	3.439627549
698	3.438632698
699	3.436125066
700	3.433620803
701	3.430546791
702	3.427693517
703	3.425493637
704	3.425032062
705	3.421991165
706	3.421336903
707	3.416701522
708	3.414755124
709	3.412507992
710	3.411799162
711	3.410348524
712	3.407250257
713	3.406550516
714	3.404092316
715	3.402208149
716	3.399945042
717	3.397443598
718	3.394615033
719	3.392698003
720	3.388172663
721	3.385975823
722	3.384236825
723	3.383860209
724	3.382953093
725	3.381225486
726	3.379294263
727	3.377364267
728	3.375957264
729	3.373099313
730	3.371732059
731	3.371091728
732	3.366837955
733	3.365856543
734	3.363213253
735	3.360332963
736	3.359294105
737	3.356948315
738	3.354035204
739	3.353641343
740	3.351933437
741	3.350688559
742	3.348640634
743	3.347174445
744	3.345357006
745	3.343439921
746	3.340964043
747	3.338679834
748	3.336894726
749	3.336610751
750	3.335981501
751	3.3343577
752	3.333552664
753	3.33224433
754	3.33056634
755	3.329755733
756	3.327828911
757	3.326441001
758	3.325573801
759	3.322967305
760	3.321360119
761	3.318660404
762	3.316689589
763	3.315685434
764	3.31469764
765	3.313195327
766	3.311860006
767	3.308566078
768	3.307203061
769	3.304450267
770	3.303139304
771	3.302090284
772	3.30072751
773	3.29921563
774	3.297242921
775	3.294474619
776	3.292920348
777	3.291193911
778	3.289869793
779	3.287305025
780	3.286416486
781	3.285522541
782	3.284111127
783	3.28284008
784	3.28245309
785	3.281809716
786	3.280658154
787	3.279783243
788	3.279378302
789	3.276947205
790	3.27505148
791	3.274670703
792	3.27241733
793	3.270517334
794	3.269411557
795	3.267730548
796	3.265611461
797	3.264960863
798	3.264127253
799	3.262619018
800	3.262104305
801	3.261456523
802	3.259726134
803	3.259202214
804	3.255545787
805	3.255018809
806	3.251211164
807	3.25039304
808	3.247509144
809	3.24659058
810	3.245607345
811	3.243673733
812	3.242768992
813	3.241241935
814	3.239125123
815	3.237475376
816	3.236017475
817	3.23365747
818	3.2321171
819	3.231318736
820	3.230200748
821	3.229217491
822	3.227751124
823	3.225352126
824	3.224460134
825	3.221547641
826	3.219926036
827	3.2165612
828	3.216101646
829	3.213823446
830	3.210448337
831	3.209217237
832	3.20904231
833	3.208783077
834	3.208350495
835	3.204908666
836	3.204557641
837	3.202819081
838	3.19963432
839	3.198864304
840	3.196981227
841	3.195070462
842	3.194094374
843	3.193180772
844	3.192633239
845	3.191174593
846	3.189180805
847	3.188495101
848	3.18644116
849	3.184195048
850	3.181445747
851	3.180587116
852	3.180057893
853	3.177550408
854	3.174574114
855	3.172754328
856	3.171544271
857	3.171132659
858	3.170625661
859	3.169271053
860	3.168081018
861	3.167021524
862	3.165604002
863	3.164463997
864	3.161976441
865	3.159802736
866	3.158072572
867	3.157431939
868	3.155862345
869	3.155063213
870	3.154852268
871	3.154045135
872	3.153136458
873	3.151469501
874	3.14954494
875	3.148978542
876	3.148194316
877	3.14696277
878	3.144260768
879	3.140685419
880	3.138334393
881	3.137085923
882	3.136081012
883	3.13432592
884	3.132354226
885	3.132029338
886	3.130572597
887	3.128811374
888	3.128220337
889	3.124976584
890	3.124065326
891	3.121304054
892	3.119916153
893	3.119561959
894	3.117054636
895	3.1147098
896	3.114124276
897	3.11260186
898	3.111374809
899	3.110311708
900	3.10983906
901	3.109508457
902	3.107875623
903	3.105079644
904	3.102948548
905	3.100657576
906	3.099800294
907	3.098231636
908	3.096685029
909	3.095959651
910	3.094358515
911	3.093452642
912	3.093048702
913	3.091114887
914	3.089894664
915	3.089643669
916	3.087474143
917	3.086322207
918	3.084809974
919	3.084006191
920	3.083539873
921	3.080562707
922	3.080197301
923	3.080138287
924	3.079086216
925	3.078228426
926	3.077856468
927	3.075484553
928	3.074601666
929	3.073209921
930	3.072120635
931	3.071479071
932	3.071376477
933	3.069999748
934	3.065950664
935	3.064893283
936	3.063780374
937	3.062884448
938	3.061850641
939	3.061060023
940	3.060995079
941	3.059485852
942	3.055359924
943	3.054769487
944	3.054085857
945	3.053018739
946	3.052118306
947	3.050684786
948	3.049318007
949	3.048635192
950	3.046910414
951	3.045465424
952	3.044395186
953	3.04315671
954	3.039900329
955	3.038879775
956	3.037252955
957	3.036081962
958	3.034291679
959	3.03359963
960	3.030837523
961	3.029784306
962	3.028959683
963	3.026901848
964	3.025787114
965	3.024675442
966	3.022358341
967	3.020613693
968	3.017960362
969	3.017390007
970	3.016722476
971	3.013298113
972	3.012686269
973	3.011532318
974	3.011419552
975	3.008802964
976	3.007867115
977	3.00706848
978	3.00481078
979	3.00335589
980	3.001560697
981	2.998300589
982	2.998235892
983	2.995372209
984	2.99517752
985	2.993134528
986	2.992909551
987	2.991954495
988	2.990411905
989	2.988764604
990	2.986953682
991	2.986884678
992	2.985497097
993	2.983459208
994	2.981498815
995	2.979380775
996	2.978203801
997	2.977619058
998	2.974939809
999	2.973751035
